point_id,year,month,day,hour,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
12,2021,6,17,12,25.4,7.76,3.91,748.7,41.5,6.61,0.347,0.184,1.74
12,2021,6,17,12,25.4,7.76,3.91,748.7,41.5,6.61,0.347,0.184,1.74
12,2021,6,17,16,26.4,7.87,5.48,750.1,46.3,6.75,0.354,0.178,1.88
12,2021,6,17,16,26.4,7.87,5.48,750.1,46.3,7.02,0.336,0.172,1.87
12,2021,6,17,20,26.0,7.81,4.85,751.6,44.5,6.87,0.393,0.179,1.94
12,2021,6,18,0,25.4,7.72,3.75,751.2,35.6,6.87,0.393,0.179,1.94
12,2021,6,18,4,24.6,7.66,2.64,751.2,35.2,6.62,0.385,0.157,1.84
12,2021,6,18,4,24.6,7.66,2.64,751.2,35.2,6.51,0.369,0.15,1.78
12,2021,6,18,8,24.5,7.68,3.01,751.8,40.4,6.51,0.343,0.161,1.81
12,2021,6,18,12,25.6,7.82,5.1,753.2,46.2,6.51,0.281,0.154,1.84
12,2021,6,18,16,27.0,8.03,6.89,749.9,57.3,6.88,0.281,0.154,1.84
12,2021,6,18,16,27.0,8.03,6.89,749.9,57.3,7.17,0.228,0.148,1.78
12,2021,6,18,20,26.6,8.05,7.13,735.8,48.9,7.15,0.175,0.153,1.63
12,2021,6,19,0,25.8,7.89,5.7,729.3,40.5,7.15,0.175,0.153,1.63
12,2021,6,19,4,24.8,7.77,4.38,730.6,40.5,6.88,0.17,0.138,1.46
12,2021,6,19,4,24.8,7.77,4.38,730.6,40.5,6.91,0.191,0.142,1.49
12,2021,6,19,8,24.6,7.76,4.35,732.3,48.2,6.8,0.191,0.158,1.61
12,2021,6,19,12,25.6,7.99,6.51,738.4,51.2,7.15,0.175,0.173,1.64
12,2021,6,19,16,26.6,8.24,8.59,743.3,50.6,7.25,0.163,0.157,1.56
12,2021,6,19,20,26.6,8.19,7.86,743.3,50.2,7.25,0.149,0.159,1.56
12,2021,6,20,0,25.6,7.98,6.1,739.1,42.5,7.35,0.149,0.159,1.56
12,2021,6,20,0,25.6,7.98,6.1,739.1,42.5,7.35,0.149,0.159,1.56
12,2021,6,20,8,24.6,7.77,4.2,736.9,56.3,6.98,0.2,0.175,1.71
12,2021,6,20,12,25.7,7.94,6.21,735.8,55.9,7.32,0.181,0.176,1.69
12,2021,6,20,16,27.2,8.29,9.49,738.4,56.4,7.58,0.181,0.176,1.69
12,2021,7,2,20,26.1,7.47,2.97,648.0,43.7,5.56,0.961,0.163,3.68
12,2021,7,3,0,25.6,7.42,2.25,647.7,36.0,5.56,0.961,0.163,3.68
12,2021,7,3,4,25.3,7.42,2.1,646.3,34.2,5.56,0.961,0.163,3.68
12,2021,7,3,4,25.3,7.42,2.1,646.3,34.2,5.26,0.776,0.115,3.47
12,2021,7,3,8,24.7,7.44,2.71,631.2,31.3,5.1,0.638,0.108,3.31
12,2021,7,3,12,24.6,7.46,2.72,623.1,36.8,5.1,0.692,0.101,3.31
12,2021,7,3,16,25.8,7.5,2.96,553.8,58.4,5.03,0.692,0.101,3.13
